tune_popularity_name,tune_id,tune_popularity_tunebooks,tunes_name,tunes_setting_id_1,tunes_setting_id_2,tunes_setting_id_3,tunes_setting_id_4,tunes_setting_id_5,tunes_setting_id_6,tunes_setting_id_7,tunes_setting_id_8,tunes_setting_id_9,tunes_setting_id_10,tunes_setting_id_11,tunes_setting_id_12,tunes_setting_id_13,tunes_setting_id_14,tunes_setting_id_15,tunes_setting_id_16,tunes_setting_id_17,tunes_setting_id_18,tunes_setting_id_19,tunes_setting_id_20,tunes_setting_id_21,tunes_setting_id_22,tunes_setting_id_23,tunes_setting_id_24,tunes_setting_id_25,tunes_setting_id_26,tunes_setting_id_27,tunes_setting_id_28,tunes_setting_id_29,tunes_setting_id_30,tunes_setting_id_31,tunes_setting_id_32,tunes_type_1,tunes_type_2,tunes_type_3,tunes_type_4,tunes_type_5,tunes_type_6,tunes_type_7,tunes_type_8,tunes_type_9,tunes_type_10,tunes_type_11,tunes_type_12,tunes_type_13,tunes_type_14,tunes_type_15,tunes_type_16,tunes_type_17,tunes_type_18,tunes_type_19,tunes_type_20,tunes_type_21,tunes_type_22,tunes_type_23,tunes_type_24,tunes_type_25,tunes_type_26,tunes_type_27,tunes_type_28,tunes_type_29,tunes_type_30,tunes_type_31,tunes_type_32,tunes_meter_1,tunes_meter_2,tunes_meter_3,tunes_meter_4,tunes_meter_5,tunes_meter_6,tunes_meter_7,tunes_meter_8,tunes_meter_9,tunes_meter_10,tunes_meter_11,tunes_meter_12,tunes_meter_13,tunes_meter_14,tunes_meter_15,tunes_meter_16,tunes_meter_17,tunes_meter_18,tunes_meter_19,tunes_meter_20,tunes_meter_21,tunes_meter_22,tunes_meter_23,tunes_meter_24,tunes_meter_25,tunes_meter_26,tunes_meter_27,tunes_meter_28,tunes_meter_29,tunes_meter_30,tunes_meter_31,tunes_meter_32,tunes_mode_1,tunes_mode_2,tunes_mode_3,tunes_mode_4,tunes_mode_5,tunes_mode_6,tunes_mode_7,tunes_mode_8,tunes_mode_9,tunes_mode_10,tunes_mode_11,tunes_mode_12,tunes_mode_13,tunes_mode_14,tunes_mode_15,tunes_mode_16,tunes_mode_17,tunes_mode_18,tunes_mode_19,tunes_mode_20,tunes_mode_21,tunes_mode_22,tunes_mode_23,tunes_mode_24,tunes_mode_25,tunes_mode_26,tunes_mode_27,tunes_mode_28,tunes_mode_29,tunes_mode_30,tunes_mode_31,tunes_mode_32,tunes_date_1,tunes_date_2,tunes_date_3,tunes_date_4,tunes_date_5,tunes_date_6,tunes_date_7,tunes_date_8,tunes_date_9,tunes_date_10,tunes_date_11,tunes_date_12,tunes_date_13,tunes_date_14,tunes_date_15,tunes_date_16,tunes_date_17,tunes_date_18,tunes_date_19,tunes_date_20,tunes_date_21,tunes_date_22,tunes_date_23,tunes_date_24,tunes_date_25,tunes_date_26,tunes_date_27,tunes_date_28,tunes_date_29,tunes_date_30,tunes_date_31,tunes_date_32,tunes_username_1,tunes_username_2,tunes_username_3,tunes_username_4,tunes_username_5,tunes_username_6,tunes_username_7,tunes_username_8,tunes_username_9,tunes_username_10,tunes_username_11,tunes_username_12,tunes_username_13,tunes_username_14,tunes_username_15,tunes_username_16,tunes_username_17,tunes_username_18,tunes_username_19,tunes_username_20,tunes_username_21,tunes_username_22,tunes_username_23,tunes_username_24,tunes_username_25,tunes_username_26,tunes_username_27,tunes_username_28,tunes_username_29,tunes_username_30,tunes_username_31,tunes_username_32,aliases_name,aliases_alias
Merrily Kissed The Quaker,70,1532,Merrily Kissed The Quaker,70,12535.0,12536.0,12537.0,12538.0,12539.0,12540.0,24522.0,24550.0,25966.0,33638.0,40098.0,44496.0,46284.0,,,,,,,,,,,,,,,,,,,slide,slide,slide,slide,slide,slide,slide,slide,slide,slide,slide,slide,slide,slide,,,,,,,,,,,,,,,,,,,12/8,12/8,12/8,12/8,12/8,12/8,12/8,12/8,12/8,12/8,12/8,12/8,12/8,12/8,,,,,,,,,,,,,,,,,,,Gmajor,Gmajor,Gmajor,Gmajor,Dmajor,Dmajor,Gmajor,Gmajor,Gmajor,Gmajor,Dmajor,Gmajor,Gmajor,Ddorian,,,,,,,,,,,,,,,,,,,2001-05-25 03:16:55,2004-02-27 22:36:44,2010-05-10 06:23:15,2010-05-10 08:28:00,2011-01-30 09:37:30,2012-10-30 08:01:05,2012-10-30 08:32:54,2014-07-21 10:54:12,2014-07-23 22:47:43,2015-03-15 08:49:51,2018-11-30 02:14:30,2021-01-07 20:47:23,2022-08-04 19:44:10,2023-02-26 18:17:12,,,,,,,,,,,,,,,,,,,Jeremy,turophile,Nikita Pfister,Nikita Pfister,LongNote,ceolachan,ceolachan,ceolachan,ceolachan,JACKB,benhockenberry,Michael Eskin,jmyers8888 (Jeff Myers),Wanpanfam,,,,,,,,,,,,,,,,,,,Merrily Kissed The Quaker,"['Humours Of Last Night, The', 'Kiss The Crater', ""Kiss The Quaker's Wife"", ""Merrily Danc'd The Quaker's Wife"", ""Merrily Danced The Quaker's Wife"", 'Merrily Danced The Quakers Wife', 'Merrily Kiss The Quaker', ""Merrily Kiss The Quaker's Wife"", ""Merrily Kissed The Quaker's Daughter"", ""Merrily Kissed The Quaker's Wife"", 'Quaker, The', ""Quaker's Wife, The""]"
Morrison's,71,4700,Morrison's,71,27175.0,27472.0,29838.0,31054.0,31493.0,33047.0,33937.0,35157.0,38586.0,42964.0,46675.0,48134.0,,,,,,,,,,,,,,,,,,,,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,,,,,,,,,,,,,,,,,,,,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,,,,,,,,,,,,,,,,,,,,Edorian,Eminor,Edorian,Edorian,Edorian,Edorian,Edorian,Edorian,Edorian,Edorian,Edorian,Edorian,Edorian,,,,,,,,,,,,,,,,,,,,2001-05-25 03:18:09,2015-09-13 13:56:19,2015-10-30 16:38:31,2017-02-13 23:54:59,2017-09-23 02:18:24,2017-12-12 09:17:29,2018-09-08 09:16:22,2019-01-03 16:04:09,2019-06-26 10:10:48,2020-07-21 22:02:42,2022-02-02 12:44:15,2023-04-06 00:29:07,2023-09-08 12:32:58,,,,,,,,,,,,,,,,,,,,Jeremy,aidriano,BillScates,foxpaw,Daniel Parker,Sergei Ejov,Edgar Bolton,Eubonian,Artem Baguinski,GaryAMartin,JACKB,Aaron Bergen,jdogbishop96,,,,,,,,,,,,,,,,,,,,Morrison's,"[""Jim Morrison's"", ""Lyon's Favourite"", ""Maurice Carmody's Favourite"", ""Maurice Carmondy's Favourite"", ""Morrison's Aaron"", ""Morrison's Comedy"", ""Morrison's No. 1"", ""Paddy Stack's Fancy"", 'Port Ui Mhuirgheasa', 'Stick Across The Hob', 'Stick Across The Hob, The', 'Stick On The Hob, The', ""Tom Carmondy's Favourite""]"
"Merry Blacksmith, The",72,2067,"Merry Blacksmith, The",72,12541.0,12542.0,20702.0,22729.0,25590.0,26519.0,28772.0,35652.0,37510.0,37511.0,40072.0,42710.0,44781.0,44816.0,48122.0,,,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,,,,,,,,,,,,,,,,,2001-05-25 03:25:35,2004-05-14 05:23:49,2011-03-27 13:41:23,2013-01-06 11:55:01,2013-11-12 12:53:39,2015-01-10 21:18:40,2015-05-21 15:46:28,2016-05-12 21:39:53,2019-08-18 07:55:37,2020-03-22 19:51:14,2020-03-22 20:00:23,2021-01-05 18:28:13,2022-01-05 02:02:16,2022-09-09 16:06:18,2022-09-15 19:06:18,2023-09-07 19:30:59,,,,,,,,,,,,,,,,,Jeremy,slainte,ceolachan,sebastian the m3g4p0p,Eubonian,BenH,Mix O'Lydian,gian marco,NfldWhistler,Eric Coffey,shanachie,Michael Eskin,Charleville,John E Roche,CaseyAnn Michael,jdogbishop96,,,,,,,,,,,,,,,,,"Merry Blacksmith, The","['Blackened Smith, The', 'Boys Of The Lake, The', 'Corkonian, The', ""Drayman's Round, The"", 'Music Of The Forge', 'Paddy On The Railroad', ""Peeler's Cap, The"", 'Sleigh Ride']"
"Musical Priest, The",73,2911,"Musical Priest, The",73,12543.0,12544.0,12545.0,22731.0,22931.0,23902.0,23905.0,28250.0,29039.0,33679.0,33681.0,35062.0,35414.0,35415.0,38944.0,39486.0,40799.0,44276.0,45252.0,46126.0,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,Bminor,Bminor,Bminor,Dmajor,Bminor,Aminor,Bminor,Gminor,Aminor,Gminor,Aminor,Gminor,Bminor,Bminor,Bminor,Bminor,Bminor,Bminor,Aminor,Bminor,Aminor,,,,,,,,,,,,2001-05-25 03:27:06,2004-12-30 05:09:58,2007-09-06 15:28:11,2009-02-20 10:33:16,2013-11-12 20:57:02,2013-11-28 18:48:15,2014-04-01 15:12:33,2014-04-01 23:02:29,2016-02-10 18:02:55,2016-08-08 00:48:44,2018-12-08 22:07:34,2018-12-08 23:57:41,2019-06-12 11:46:00,2019-07-26 00:27:31,2019-07-26 00:34:30,2020-09-09 23:07:53,2020-11-06 10:24:59,2021-03-14 22:23:45,2022-07-02 18:28:59,2022-11-04 13:12:20,2023-02-10 14:02:30,,,,,,,,,,,,Jeremy,gian marco,fidkid,boisei0,Lucy Rietmann,JACKB,Mr G. Cunningham,JACKB,GaryAMartin,benhockenberry,Edgar Bolton,Edgar Bolton,Connor Hickey,NfldWhistler,NfldWhistler,Madeleine Townley,Fernando Durbán Galnares,JACKB,leprecawn,Dalta na bPíob,Ben L 🪗,,,,,,,,,,,,"Musical Priest, The","['An Sagart Ceolmhar', 'New Bridge Of Eden, The', 'New Bridge Of Erin, The']"
"Mason's Apron, The",74,2438,"Mason's Apron, The",74,12546.0,12547.0,12548.0,12549.0,12550.0,12551.0,21511.0,23630.0,24515.0,24520.0,27028.0,27347.0,27533.0,28457.0,29860.0,30389.0,32497.0,35899.0,35912.0,39369.0,39570.0,40159.0,40837.0,42051.0,42744.0,43884.0,44829.0,,,,,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,Amajor,Gmajor,Gmajor,Amajor,Amajor,Amajor,Amajor,Amajor,Amajor,Amajor,Gmajor,Gmajor,Gmajor,Amajor,Gmajor,Amajor,Amajor,Amajor,Amajor,Amajor,Gmajor,Amajor,Amajor,Gmajor,Amajor,Gmajor,Gmajor,Amajor,,,,,2001-05-25 03:28:04,2003-06-06 14:20:02,2003-09-27 05:50:40,2006-06-14 16:44:06,2007-12-17 19:31:01,2007-12-18 07:26:06,2008-05-27 15:04:09,2013-05-05 11:14:00,2014-02-23 01:29:41,2014-07-20 18:06:29,2014-07-21 09:32:36,2015-08-10 13:59:45,2015-10-18 17:01:38,2015-11-03 02:05:02,2016-03-10 07:26:28,2017-02-16 23:22:50,2017-05-24 11:26:17,2018-05-30 08:43:03,2019-09-11 09:02:08,2019-09-13 14:00:54,2020-10-27 00:55:12,2020-11-16 20:36:22,2021-01-11 22:44:12,2021-03-20 09:15:47,2021-10-06 16:57:21,2022-01-08 15:18:32,2022-05-17 22:44:26,2022-09-16 17:27:14,,,,,Jeremy,gian marco,Dr. Dow,didier,fiddleplayer01,ceolachan,spindizzy,Gabriele,Dr. Dow,SebastianM,SebastianM,stefanremy,Moxhe,Moxhe,CuChulainn1,foxpaw,fcmaynard,Beleragor,Noah Cockett,CreadurMawnOrganig,JWiseman,MarMac,greatawk,Matt Kavanagh,Rolf Groeneveld,Sarge,JACKB,leprecawn,,,,,"Mason's Apron, The","['Braes Of Glenorchy', 'Lady Carbury', 'Lowrie Tarrell', 'Mason Apron', 'Mason Laddie', ""Mason's Apprentice, The"", ""Mason's Cap"", 'Masons Apron']"
Miss McLeod's,75,1798,Miss McLeod's,75,12552.0,12553.0,12554.0,12556.0,12557.0,12558.0,12559.0,12560.0,21434.0,23677.0,24548.0,24549.0,24681.0,25452.0,25695.0,26044.0,26249.0,29406.0,31921.0,35686.0,42137.0,43376.0,46369.0,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,Gmajor,Amajor,Gmajor,Gmajor,Gmajor,Gmajor,Amajor,Gmajor,Gmajor,Gmajor,Gmajor,Dmajor,Dmajor,Gmajor,Gmajor,Gmajor,Gmajor,Amajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,,,,,,,,,2001-05-25 03:28:56,2002-08-26 05:09:44,2004-08-31 06:06:38,2004-11-11 15:24:57,2005-10-19 08:55:01,2006-07-09 04:19:58,2006-08-17 07:02:06,2006-12-21 21:04:27,2007-02-08 03:46:22,2013-04-16 06:02:12,2014-02-28 12:35:08,2014-07-23 18:47:56,2014-07-23 18:48:57,2014-08-07 15:40:28,2014-12-27 02:40:18,2015-01-31 17:35:39,2015-03-17 16:52:41,2015-04-07 00:39:11,2016-11-30 08:07:26,2018-02-25 15:21:57,2019-08-21 01:36:25,2021-10-19 16:30:45,2022-03-14 16:26:12,2023-03-06 21:55:52,,,,,,,,,Jeremy,Zina Lee,gian marco,Dr. Dow,slainte,Kenny,Ger the Rigger,GaryAMartin,DonaldK,ceolachan,David50,ceolachan,ceolachan,ebarr,JACKB,DonaldK,Bradon,Tate,CreadurMawnOrganig,Chris J Horgan,JHowley,John E Roche,jamesa,Katherine Duff,,,,,,,,,Miss McLeod's,"['Did You Ever Meet The Devil, Uncle Joe?', 'Have You Ever Seen The Devil, Uncle Joe?', 'Hop High Ladies', 'Iníon Mhic Leóid', ""McCleod's"", ""McCloud's"", ""McLeod's"", 'Miss MacLeod', 'Miss McCleod', ""Miss McCleod's"", 'Miss McCloud', ""Miss McCloud's"", 'Miss McLeod', ""Miss McLeod's"", 'Mrs MacLeod Of Raasay', ""Mrs Mc Leod's"", 'Mrs Mcleod Of Raasay', ""Mrs McLeod's"", 'Mrs McLeods', ""Mrs. MacLeod's"", 'Mrs. Mc Cloud', 'Mrs. McCloud', ""Mrs. McCloud's"", 'Mrs. McClouds', 'Mrs. McLeod', 'Mrs. McLeod Of Rasay', ""Mrs. McLeod's"", 'Mrs. McLeods', ""Ms McCloud's"", ""Ms. McLeod's"", ""Uncle Joe's""]"
My Darling Asleep,76,1731,My Darling Asleep,76,12562.0,12564.0,12566.0,23001.0,23972.0,24836.0,30177.0,32864.0,34856.0,36270.0,36797.0,36798.0,37014.0,37015.0,,,,,,,,,,,,,,,,,,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,,,,,,,,,,,,,,,,,,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,,,,,,,,,,,,,,,,,,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dminor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,,,,,,,,,,,,,,,,,,2001-05-25 03:30:08,2004-09-10 09:37:07,2005-09-30 07:12:07,2012-07-19 04:59:24,2013-12-07 05:04:13,2014-04-15 21:36:02,2014-09-13 22:22:42,2017-04-08 13:03:07,2018-08-11 19:50:25,2019-05-11 18:54:53,2019-10-12 17:19:03,2019-12-13 06:35:40,2019-12-13 06:36:15,2020-01-12 21:28:13,2020-01-12 21:44:27,,,,,,,,,,,,,,,,,,Jeremy,Will Harmon,GoneAway,Nigel Gatherer,Umo,Mike Floorstand,Lucy Rietmann,ArtemisFowltheSecond,NfldWhistler,Artem Baguinski,Damien Rogeau,NfldWhistler,NfldWhistler,NfldWhistler,NfldWhistler,,,,,,,,,,,,,,,,,,My Darling Asleep,"[""Mummer's, The"", ""Mummers', The"", ""My Darling's A Sheep"", ""My Darling's Asleep"", 'Weverdans']"
My Love Is In America,77,822,My Love Is In America,77,11948.0,12567.0,21188.0,34109.0,36996.0,43522.0,43547.0,46953.0,,,,,,,,,,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,,,,Dmajor,Dmajor,Dmajor,Dmixolydian,Dmajor,Ddorian,Dmixolydian,Dmajor,Dmajor,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 03:31:15,2012-05-31 17:50:51,2007-12-16 18:45:48,2013-03-15 08:15:07,2019-01-23 12:56:53,2020-01-11 09:58:52,2022-04-06 21:35:52,2022-04-09 19:46:14,2023-04-30 03:51:20,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,ceolachan,JACKB,sebastian the m3g4p0p,Eubonian,didier,Fernando Durbán Galnares,Rick Payman,Benjamin Glauser,,,,,,,,,,,,,,,,,,,,,,,,My Love Is In America,"['Dandy Apron, The', ""Jenny Hind's"", 'My Love Is In America Highland Fling', 'My Love Is In Amerikay', ""My Love She's In America""]"
Eonach Mhic Coilín,78,183,Eonach Mhic Coilín,78,12568.0,12569.0,12570.0,30439.0,33485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,,,,,,,Eminor,Edorian,Edorian,Gmajor,Edorian,Edorian,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 03:31:59,2004-10-24 05:00:14,2005-04-27 06:43:14,2006-04-08 17:52:08,2017-06-03 23:24:14,2018-11-08 18:34:47,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,slainte,Dr. Dow,fidkid,Kellie,bdh,,,,,,,,,,,,,,,,,,,,,,,,,,,Eonach Mhic Coilín,"['Anna Maculeen', 'Anna MaCullen', 'Annamaculeen', ""Donaghue's"", 'Down The Meadows', ""Kevin Henry's"", 'Lacarrow', 'Laccaroe, The', 'Old Ashplant, The', 'Tyrone Ashplant, The']"
Paddy Ryan's Dream,79,583,Paddy Ryan's Dream,79,8544.0,12571.0,12572.0,12573.0,12574.0,19553.0,22307.0,23171.0,23406.0,25820.0,27205.0,30166.0,35126.0,35790.0,38973.0,39853.0,41681.0,43741.0,43788.0,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,Aminor,Bminor,Amixolydian,Amixolydian,Aminor,Aminor,Bdorian,Aminor,Bminor,Dmajor,Adorian,Aminor,Aminor,Aminor,Aminor,Aminor,Adorian,Adorian,Aminor,Adorian,,,,,,,,,,,,,2001-05-25 03:33:04,2008-05-18 06:34:16,2008-04-24 13:18:34,2008-06-04 15:04:36,2011-05-14 20:05:58,2012-07-06 13:48:05,2010-02-05 06:30:25,2013-09-18 12:47:00,2013-12-23 11:19:38,2014-02-04 15:15:33,2015-02-24 22:26:23,2015-09-20 00:47:26,2017-04-06 01:30:55,2019-06-21 22:44:27,2019-09-02 12:01:48,2020-09-12 08:07:18,2020-12-14 04:45:48,2021-07-29 22:38:03,2022-04-29 05:00:34,2022-05-03 15:46:44,,,,,,,,,,,,,Jeremy,gilles.tabary,Dr. Dow,Dr. Dow,Banjo Joe,Banjo Joe,Emmanuel Delahaye,arkle,irishfiddleMA,sully75,O'Bryan,cac,Thady Quill,Morgan Toney,Ian Varley,Tadhg,J.D.Duffy,thelightisahead,Connor Hickey,Edgar Bolton,,,,,,,,,,,,,Paddy Ryan's Dream,"['Aisling Pháidín Uí Riain', 'Miss Grant Of Laggan', 'Miss Lyall', ""Miss Lyall's"", 'Miss Lyle', ""Miss Lyle's"", ""Mooney's"", ""Mooney's Favourite"", ""O Cuinneagain's Downfall""]"
"Pigtown Fling, The",80,367,"Pigtown Fling, The",80,12575.0,12576.0,12577.0,27314.0,32288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,,,,,,,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 03:39:04,2004-06-16 23:44:02,2005-06-20 10:42:00,2005-06-22 03:27:45,2015-10-14 10:06:47,2018-04-17 23:17:04,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,slainte,ceolachan,Dr. Dow,John Kacur,JACKB,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pigtown Fling, The","['Buck Creek Girls', ""Goin' Up Caney"", ""Kelton's"", 'Old Dad', ""Pappy Looney's"", 'Pig Town', 'Pig Town Fling', 'Pigtown', 'Pigtown Highland Fling, The', 'Pigtown, The', 'Pilltown, The', 'Stoney Point', 'Wild Horse', 'Wild Horses At Stoney Point']"
"Pipe On The Hob, The",81,947,"Pipe On The Hob, The",81,12580.0,22811.0,22812.0,26906.0,33956.0,38556.0,,,,,,,,,,,,,,,,,,,,,,,,,,jig,jig,jig,jig,jig,jig,jig,,,,,,,,,,,,,,,,,,,,,,,,,,6/8,6/8,6/8,6/8,6/8,6/8,6/8,,,,,,,,,,,,,,,,,,,,,,,,,,Adorian,Adorian,Adorian,Edorian,Adorian,Aminor,Adorian,,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 03:40:20,2011-01-08 12:21:00,2013-11-21 05:09:45,2013-11-21 05:14:07,2015-07-24 16:08:33,2019-01-04 13:35:05,2020-07-18 16:23:56,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,Manu Novo,JACKB,JACKB,janglecrow,Eubonian,Shablabar,,,,,,,,,,,,,,,,,,,,,,,,,,"Pipe On The Hob, The","['Pipe In The Hob, The', 'Pipe On The Hob No. 2, The', 'Piper Of The Embers, The', 'Piper On The Hob, The', 'Pipes On The Hob, The']"
"Pride Of Petravore, The",82,570,"Pride Of Petravore, The",82,12581.0,24216.0,30084.0,30449.0,33761.0,33762.0,33763.0,36676.0,36680.0,36681.0,40364.0,43390.0,44793.0,,,,,,,,,,,,,,,,,,,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,Eminor,Eminor,Eminor,Eminor,Aminor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,,,,,,,,,,,,,,,,,,,2001-05-25 03:41:14,2005-06-03 17:43:55,2014-05-31 05:17:16,2017-03-20 00:31:54,2017-06-05 10:48:56,2018-12-22 06:11:09,2018-12-22 06:49:18,2018-12-22 07:03:48,2019-12-01 19:50:34,2019-12-02 03:05:59,2019-12-02 04:54:41,2021-01-29 05:12:23,2022-03-18 02:27:09,2022-09-11 12:58:35,,,,,,,,,,,,,,,,,,,Jeremy,ceolachan,Lucy Rietmann,JACKB,Yooval,NfldWhistler,NfldWhistler,NfldWhistler,NfldWhistler,NfldWhistler,NfldWhistler,Madeleine Townley,jmeme,Edgar Bolton,,,,,,,,,,,,,,,,,,,"Pride Of Petravore, The","['Eibhlín Óg', 'Eileen Og', 'Eileen Oge', 'Eileen Ogg', 'Eileen Oige', 'Molly At The Fair', 'Shamrock Barndance, The']"
"Rights Of Man, The",83,2827,"Rights Of Man, The",83,12583.0,12584.0,12585.0,23879.0,24377.0,26702.0,27581.0,31468.0,32895.0,36308.0,39143.0,45004.0,46327.0,46416.0,46896.0,,,,,,,,,,,,,,,,,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,hornpipe,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,Eminor,Eminor,Edorian,Gmajor,Eminor,Eminor,Eminor,Eminor,Eminor,Dminor,Dminor,Eminor,Eminor,Ddorian,Eminor,Eminor,,,,,,,,,,,,,,,,,2001-05-25 03:42:13,2007-06-10 12:03:57,2009-07-23 14:01:24,2010-03-20 16:10:27,2014-03-28 08:25:15,2014-06-30 19:35:49,2015-06-21 20:42:58,2015-11-06 21:19:11,2017-12-11 08:00:41,2018-08-15 22:38:23,2019-10-15 14:33:13,2020-10-01 18:39:13,2022-10-09 09:53:23,2023-03-03 00:19:29,2023-03-11 02:35:12,2023-04-25 19:47:33,,,,,,,,,,,,,,,,,Jeremy,ceolachan,Jürgen,blackflute,David50,ceolachan,Robert Hickman,ans76,Sergei Ejov,Bazza,Mike Makepeace,Jeremy,Edgar Bolton,NfldWhistler,jsdansereau93,John E Roche,,,,,,,,,,,,,,,,,"Rights Of Man, The","['High Could Cat', 'Right Of Man, The']"
